5.079999999999999716e+01 1.715000000000000000e+02
4.539999999999999858e+01 1.650000000000000000e+02
4.750000000000000000e+01 1.650000000000000000e+02
4.700000000000000000e+01 1.640000000000000000e+02
5.200000000000000000e+01 1.850000000000000000e+02
5.139999999999999858e+01 1.820000000000000000e+02
4.489999999999999858e+01 1.540000000000000000e+02
4.839999999999999858e+01 1.700000000000000000e+02
4.560000000000000142e+01 1.690000000000000000e+02
4.729999999999999716e+01 1.700000000000000000e+02
4.560000000000000142e+01 1.660000000000000000e+02
4.160000000000000142e+01 1.480000000000000000e+02
4.850000000000000000e+01 1.730000000000000000e+02
4.900000000000000000e+01 1.750000000000000000e+02
4.779999999999999716e+01 1.700000000000000000e+02
4.410000000000000142e+01 1.530000000000000000e+02
5.079999999999999716e+01 1.745000000000000000e+02
4.579999999999999716e+01 1.630000000000000000e+02
4.429999999999999716e+01 1.590000000000000000e+02
5.000000000000000000e+01 1.730000000000000000e+02
5.129999999999999716e+01 1.790000000000000000e+02
4.610000000000000142e+01 1.675000000000000000e+02
5.079999999999999716e+01 1.715000000000000000e+02
4.850000000000000000e+01 1.705000000000000000e+02
4.929999999999999716e+01 1.770000000000000000e+02
4.700000000000000000e+01 1.640000000000000000e+02
5.439999999999999858e+01 1.840000000000000000e+02
5.260000000000000142e+01 1.800000000000000000e+02
4.700000000000000000e+01 1.680000000000000000e+02
4.700000000000000000e+01 1.700000000000000000e+02
4.450000000000000000e+01 1.630000000000000000e+02
4.839999999999999858e+01 1.740000000000000000e+02
4.510000000000000142e+01 1.610000000000000000e+02
4.800000000000000000e+01 1.590000000000000000e+02
4.750000000000000000e+01 1.710000000000000000e+02
4.800000000000000000e+01 1.750000000000000000e+02
4.620000000000000284e+01 1.660000000000000000e+02
5.200000000000000000e+01 1.770000000000000000e+02
4.800000000000000000e+01 1.715000000000000000e+02
4.660000000000000142e+01 1.690000000000000000e+02
5.129999999999999716e+01 1.725000000000000000e+02
4.560000000000000142e+01 1.740000000000000000e+02
5.079999999999999716e+01 1.790000000000000000e+02
4.210000000000000142e+01 1.575000000000000000e+02
4.170000000000000284e+01 1.525000000000000000e+02
5.089999999999999858e+01 1.750000000000000000e+02
4.960000000000000142e+01 1.735000000000000000e+02
4.410000000000000142e+01 1.575000000000000000e+02
4.339999999999999858e+01 1.560000000000000000e+02
4.960000000000000142e+01 1.740000000000000000e+02
4.829999999999999716e+01 1.700000000000000000e+02
5.279999999999999716e+01 1.830000000000000000e+02
